web-scraper-order,web-scraper-start-url,titulo,precio,mets
1620504580-9579,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-6.html,Terreno - Fraccionamiento El Campanario,"MN 6,900,000",652 m²
1620505000-10251,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-23.html,"Se Vende Terreno de 303 m² en Grand Juriquilla, Único y Todo en Orden, Ganalo!","MN 1,200,000",303 m²
1620504683-9771,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-7.html,"Se Vende Terreno en El Refugio de 250 m², Plano, Todo en Ord","MN 1,637,700",250 m²
1620504605-9649,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Lote en El Campanario de 270 M²!,"MN 2,107,539",270 m²
1620504694-9813,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-6.html,"Se Vende Terreno en El Refugio de 250 m², Plano, Todo en Orden, Ganalo!","MN 1,637,000",250 m²
1620504605-9635,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,"Precioso Terreno Plano en El Campanario - 700 m², Vive Al Ma","MN 7,520,000",700 m²
1620505113-10344,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-19.html,Desarrollo Habitacional en Juriquilla,"MN 1,918,210",275 m²
1620504889-10117,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-28.html,"Terreno en Venta en San Isidro Juriquilla, Querétaro","MN 600,000",145 m²
1620505018-10275,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-22.html,Terreno en Venta en Campestre Juriquilla,"MN 1,440,000",534 m²
1620505195-10415,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-16.html,Lote Residencial de 281 m² en Lago Juriquilla,"MN 2,614,144",281 m²
1620505113-10354,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-19.html,"Venta de Terreno Habitacional Valle de Juriquilla 1,197,000","MN 1,197,000",180 m²
1620504276-9219,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Se Vende Terreno de 293 m² en Cumbres del Lago - Hermosa Calle, de Oportunidad","MN 1,480,000",293 m²
1620504523-9500,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,Terreno en Zona Completamente Construida en El Campanario! Rcs,"MN 6,900,000",653 m²
1620504373-9331,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-3.html,Terreno Plano en Home Coto Club en Milenio III,"MN 8,500",252 m²
1620504829-10039,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-1.html,"Terreno en Venta en Jurica, C809","MN 3,708,400",584 m²
1620504373-9314,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-3.html,Terreno en Milenio 3era Sección - Venta,"MN 2,283,645",351 m²
1620504095-8930,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,Terreno en Venta Cumbres del Lago,"MN 1,653,000",285 m²
1620504956-10186,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-25.html,Terreno en Privada Juriquilla - 512 m² - Esquina y en Av Principal,"MN 3,814,000",512 m²
1620504569-9557,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-7.html,"Precioso Terreno Plano en El Campanario - 700 m², Vive Al Maximo!","MN 7,210,000",700 m²
1620504707-9824,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-5.html,"En Venta Terreno en El Refugio de 254 m², Papeles en Orden y en Hermosa Calle.","MN 1,423,000",254 m²
1620504319-9257,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-6.html,Terreno en Venta en Milenio 3a. Sección,"MN 2,300,000",270 m²
1620505272-10452,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-15.html,"Se Vende Terreno Plano en Grand Juriquilla de 300 m², Gran Ubicación!","MN 980,000",300 m²
1620504485-9450,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-1.html,"Se Vende Terreno Plano de 167 m² en El Pueblito Centro, Mediterránero, Pirámides","MN 637,000",167 m²
1620504889-10116,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-28.html,Terreno de 201 m² en Bio Grand Juriquilla - Plano y de Oport,"MN 924,600",201 m²
1620504319-9238,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-6.html,Terreno en Venta en Fraccionamiento Milenio 3ra Sección,"MN 2,424,177",351 m²
1620505751-10862,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-8.html,"Se Vende Terreno de 331 m² en Grand Juriquilla, El Más Grand","MN 1,150,000",331 m²
1620505751-10868,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-8.html,"Espectacular Terreno de 373 m² en Náutico Juriquilla, Hermosa Vista Al Lago!","MN 1,880,000",373 m²
1620504423-9363,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-1.html,"Terreno en Venta, Amania, Querétaro","MN 952,278",244 m²
1620504859-10075,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-30.html,Lote de 297 m² en Lomas de Juriquilla,"MN 1,726,718",297 m²
1620504241-9173,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,"Vendo Terreno Plano de 180 m² en La Condesa Juriquilla, de Oportunidad!","MN 1,100,000",180 m²
1620504942-10167,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,Venta Terreno en San Isidro Juriquilla Ll,"MN 1,050,000",297 m²
1620505922-11280,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-2.html,"Terreno Comercial en Venta en Libramiento Nor - Poniente, Juriquilla, Queretaro","MN 8,750,000",3500 m²
1620504207-9129,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Se Vende Terreno Plano en Cumbres del Lago, 279 m² en Hermosa Calle, Ganelo!","MN 1,350,000",279 m²
1620505656-10633,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-11.html,"En Venta Terreno en Colinas de Juriquilla, 290 m², Frente a Parque, Ganalo!","MN 1,525,000",290 m²
1620504593-9623,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Terrenos Venta Queretaro El Campanario $6,"MN 6,750,000",700 m²
1620504540-9523,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,El Campanario Terreno en Esquina de 653 M²! Rcs,"MN 6,900,000",653 m²
1620504829-10036,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-1.html,Terreno en Venta en Campestre,"MN 1,150,000",300 m²
1620504629-9702,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Campanario Terreno en Zona Completamente Construida! Rcs,"MN 6,900,000",653 m²
1620505864-11146,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-4.html,"Vendo Terreno de 303 m² en Grand Juriquilla, Único y Todo en Orden, Ganalo!","MN 1,200,000",303 m²
1620504552-9533,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-8.html,Venta Lote Residencial en La Espiga,"MN 2,441,346",364 m²
1620505626-10571,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-12.html,Terreno de 201 m² en Bio Grand Juriquilla - Plano y de Oportunidad!,"MN 924,600",201 m²
1620504788-9973,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-3.html,"Aprovecha Increíble Precio, Venta de Terreno en Jurica, Querétaro","MN 6,484,800",1351 m²
1620504616-9653,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Terreno - Fraccionamiento El Campanario,"MN 6,950,000",781 m²
1620504878-10104,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-29.html,Terreno en Venta,"MN 3,500,000",800 m²
1620504523-9498,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,"Terreno en Venta El Campanario, Querétaro","MN 8,500,000",721 m²
1620505751-10851,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-8.html,Terreno en Venta Preserve Juriquilla,"MN 735,000",153 m²
1620504593-9605,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Terreno en Campanario en Zona Completamente Construida Rcs,"MN 6,900,000",653 m²
1620504956-10188,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-25.html,Terreno de 201 m² en Bio Grand Juriquilla - Plano y de Oportunidad!,"MN 924,600",201 m²
1620504739-9909,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-2.html,Terreno Venta Nuevo Refugio,"MN 1,550,000",198 m²
1620504859-10081,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-30.html,Se Vende Hermoso Terreno Plano de 160 m² en San Isidro Juriq,"MN 672,000",160 m²
1620504181-9092,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-6.html,"Terreno en Cumbres del Lago de 315 m², Gran Ubicación, Ganalo!","MN 1,800,000",315 m²
1620505778-10921,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-7.html,"Terreno en La Solana, Villas del Meson Juriquilla","MN 5,500,000",1053 m²
1620504472-9408,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-2.html,Terreno - El Pueblito Centro,"MN 680,000",136 m²
1620505073-10323,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-20.html,"Terreno en Venta, Grand Juriquilla, Bonampak.","MN 2,260,000",528 m²
1620504540-9519,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,Terreno en Mega Desarrollo Ubicado en El Campanario de 726 M²! Rahqro,"MN 6,467,523",726 m²
1620505018-10262,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-22.html,Terreno Habitacional de 343.22 m² en San Isidro Juriquilla,"MN 1,372,880",343 m²
1620505000-10257,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-23.html,Se Vende Hermoso Terreno en Biogrand Preserve Juriquilla,"MN 1,040,000",200 m²
1620505892-11230,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-3.html,Terreno Habitacional en Real de Juriquilla,"MN 1,254,000",255 m²
1620504276-9207,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Oportunidad, Terreno en Venta en Cumbres del Lago, Juriquilla. Queretaro","MN 1,180,000",270 m²
1620504157-9034,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-8.html,"Terreno en Venta, en Cumbres del Lago, con Proyecto Arquitectónico","MN 1,780,000",270 m²
1620505922-11279,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-2.html,"Terreno 1023 m² Vista Al Campo de Golf, Villas del Meson, Juriquilla","MN 7,900,000",1023 m²
1620504319-9255,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-6.html,Se Vende Terreno en Milenio III - 184.14 m² - Único y de Ganelo!,"MN 1,160,000",185 m²
1620504472-9423,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-2.html,Oportunidad Terreno en Venta Fraccionamiento Residencial Punta Esmeralda Corregidora.,"MN 1,200,000",293 m²
1620504207-9140,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Se Venden 3 Terrenos Juntos de 270 m² en Cumbres del Lago, Oportunidad!","MN 1,377,000",270 m²
1620505626-10576,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-12.html,Venta de Terreno en Juriquilla. Excelente Ubicación,"MN 2,200,000",454 m²
1620504485-9441,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-1.html,"En Venta Terreno en Porta Nova Residencial, 200 m², 10 X 20","MN 1,400,000",200 m²
1620505000-10255,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-23.html,Oportunidad de Terrreno de 180 m² en Altos de Juriquilla,"MN 1,026,000",180 m²
1620504193-9104,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-5.html,"Oportunidad - Terreno de 270 m² en Cumbres del Lago, Único!","MN 1,450,000",270 m²
1620504373-9323,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-3.html,Se Vende Terreno en Milenio III - 184.14 m² - Único y de Ganelo!,"MN 1,160,000",185 m²
1620504656-9747,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro.html,Terrenos en Venta en El Mirador,"MN 750,000",147 m²
1620505594-10516,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-13.html,Hermoso Terreno de 195 m² en Grand Juriquilla a 2 Calles de La Alberca.,"MN 701,000",195 m²
1620504095-8929,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,Venta Terreno Cumbres del Lago en Esquina,"MN 2,093,025",354 m²
1620505806-10990,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-6.html,Terreno Campestre,"MN 3,300,000",608 m²
1620505018-10267,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-22.html,Terreno en Venta Juriquilla,"MN 557,681",136 m²
1620504459-9407,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-3.html,"Terreno en Venta Ciudad Maderas con Super Descuento! de 1,270,000 a 1,150,000","MN 1,150,000",308 m²
1620504207-9130,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Terrenos en Venta en Lago de Juriquilla Cumbres del Lago Que,"MN 1,559,522",259 m²
1620504157-9036,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-8.html,"Fabuloso Terreno en Cumbres del Lago, Juriquilla","MN 1,600,000",270 m²
1620504956-10208,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-25.html,Terreno en Venta Juriquilla,"MN 557,581",136 m²
1620504739-9896,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-2.html,Para Julio 2021 Lote de Uso Mixto con 531 M²!,"MN 3,613,180",531 m²
1620504144-9029,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-9.html,"Se Vende Terreno en La Condesa Juriquilla de 180 m², Para Hacer Tu Nuevo Hogar!","MN 1,152,000",180 m²
1620504707-9842,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-5.html,Entrega Julio 2021 Lote de Uso Mixto con 1353 M²!,"MN 8,123,280",1353 m²
1620504859-10062,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-30.html,"Vendo Terreno de 303 m² en Grand Juriquilla, Único y Todo en Orden, Ganalo!","MN 1,200,000",303 m²
1620504459-9396,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-3.html,Terreno en Venta en Corregidora Cjr,"MN 2,123,150",249 m²
1620504942-10163,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,"Gran Terreno de 181 m² en Fracc. Anthara Juriquilla, de Oportunidad.","MN 692,325",142 m²
1620505723-10784,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-9.html,"Terreno en Venta en Colinas Juriquilla, Querétaro","MN 1,200,000",191 m²
1620505173-10385,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-17.html,Terreno Venta 569 m² Real de Juriquilla Kpo 20 - 1810,"MN 1,593,200",569 m²
1620504956-10200,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-25.html,Terreno Venta Juriquilla Grand,"MN 600,000",136 m²
1620504395-9337,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-2.html,Terreno en Venta en Milenio 3a. Sección,"MN 3,706,895",613 m²
1620504340-9273,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-5.html,"Se Vende Terreno en Milenio III - 167 m², en Privada, Seguridad 24.7","MN 1,650,000",167 m²
1620504144-9016,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-9.html,"Terreno Plano en La Condesa Juriquilla, 180 m², de Oportunidad!","MN 1,182,216",180 m²
1620504496-9459,https://www.inmuebles24.com/terrenos-en-venta-en-centro-sur-pagina-2.html,Excelentes Terrenos en Venta en Viu Panorama!,"MN 815,751",165 m²
1620505018-10265,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-22.html,Terreno en Venta en Juriquilla,"MN 760,000",200 m²
1620504276-9209,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Terreno 275 m Cumbres del Lago, Juriquilla","MN 2,094,864",275 m²
1620505195-10410,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-16.html,Terreno Venta Juriquilla,"MN 1,295,555",185 m²
1620504131-8989,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,"Se Vende Terreno en Cumbres del Lago - 284 m², Único y de Op","MN 1,470,000",284 m²
1620504340-9274,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-5.html,"Se Vende Terreno en Milenio III, de 212.32 m², en Privada, Alberca, Gran Vista!","MN 1,850,000",212 m²
1620505806-11004,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-6.html,"Terreno Habitacional con Amenidades, Juriquilla. Venta","MN 1,936,606",325 m²
1620504423-9383,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-1.html,Terreno en Milenio III - Amalia,"MN 1,183,572",304 m²
1620504423-9364,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-1.html,"Terreno en Venta en Milenio III, Querétaro","MN 1,501,323",263 m²
1620505272-10440,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-15.html,Terreno en Venta Juriquilla Jgcc,"MN 1,593,200",569 m²
1620504829-10030,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-1.html,Excelente Terreno en Fraccionamiento Jurica,"MN 3,850,000",535 m²
1620504157-9051,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-8.html,Terreno Venta Juriquilla Cumbres del Lago,"MN 2,050,000",315 m²
1620504319-9256,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-6.html,Terreno en Venta Home Coto Milenio III Querétaro,"MN 2,300,000",258 m²
1620504942-10181,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,"Precioso Terreno de 302.51 en Campestre Juriquilla, Libre de Gravamen, Ganelo!","MN 1,100,000",302 m²
1620504261-9191,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,"Se Venden 3 Terrenos Juntos de 270 m² en Cumbres del Lago, Oportunidad!","MN 1,377,000",270 m²
